news_title,news_writer,news_written_date,news_text,news_url
COVID-19 cases (Aug. 15),['THE ASAHI SHIMBUN'],"August 16, 2021 at 12:13 JST",,https://www.asahi.com//ajw/articles/14418704
6th straight day of record serious COVID-19 cases in Tokyo,['THE ASAHI SHIMBUN'],"August 15, 2021 at 18:50 JST"," Serious cases of COVID-19 patients requiring ventilator and other special breathing apparatus rose to 251 in Tokyo on Aug. 15, the sixth straight day of setting a record since the pandemic began last year. The number of newly confirmed infections came to 4,295 in the capital that day, up 229 from a week ago, metropolitan health officials said. Tokyo defines only patients on ventilators or ECMO heart-lung bypass machines as serious cases, different from other prefectures that count those in ICUs as well. Of the 4,295 confirmed new cases, patients in their 20s accounted for 1,320. They were followed by 877 patients in their 30s, 706 in their 40s and 505 in their 50s. Patients aged 65 or older totaled 150. The seven-day average of new cases for the week through Aug. 15 was 4,263.9, an increase of 5.6 percent from the figure for the preceding week.",https://www.asahi.com//ajw/articles/14418451
COVID-19 cases (Aug. 14),['THE ASAHI SHIMBUN'],"August 15, 2021 at 11:59 JST",,https://www.asahi.com//ajw/articles/14418303
"New COVID-19 cases in Tokyo top 5,000 for 2nd day",['THE ASAHI SHIMBUN'],"August 14, 2021 at 18:40 JST"," Tokyo reported more than 5,000 fresh cases of COVID-19 for the second straight day on Aug. 14, and yet another record for those with serious symptoms. Of the 5,094 newly confirmed latest cases, 1,568 patients were in their 20s while 1,079 involved those in their 30s. The daily average of new cases for the week ending Aug. 14 was 4,231.1, which marked an 8.7-percent increase over the previous week, metropolitan government officials said. Among the latest cases, 824 patients were in their 40s and 583 in their 50s. Individuals aged 65 or older accounted for only 182 new cases, or 3.6 percent of the total. A record was again set for COVID-19 patients with serious symptoms requiring the use of ventilators or other equipment to breathe. Metropolitan government officials said 245 patients were classified as serious. The figure was an increase of 18 over the previous day.",https://www.asahi.com//ajw/articles/14417913
No hospital beds available for hundreds of very sick patients,['THE ASAHI SHIMBUN'],"August 14, 2021 at 15:55 JST"," An explosive surge in COVID-19 cases has left hundreds of seriously ill patients in the greater Tokyo metropolitan with little or no prospect of receiving hospital treatment as beds are basically filled to capacity. The health ministry reported a record number of COVID-19 patients with serious symptoms, many of whom are being treated in intensive care units. It said 1,478 patients showed severe symptoms on Aug. 12, surpassing the previous record of 1,413 set at the peak of the fourth wave of infections in spring. Hospital beds for patients with serious symptoms were almost filled in Tokyo and its three neighboring prefectures of Chiba, Kanagawa and Saitama as well as Okinawa, the nation's southernmost prefecture. Fresh COVID-19 cases nationwide on Aug. 13 reached 20,366, the first time for the daily tally to exceed 20,000. The Tokyo metropolitan government does not automatically include COVID-19 patients in ICUs as having serious symptoms, so it said there were only 218 serious cases requiring ventilators or extracorporeal membrane oxygenation, also known as an ECMO lung bypass machine, as of Aug. 12. But using the health ministry definition gave Tokyo a total of 947 patients with serious symptoms as of Aug. 11. And the pace at which serious patients are increasing has also accelerated. During the fourth wave, it took 53 days for the number of seriously ill patients to reach the 1,400 mark from 400. But this time around, it took just 20 days. Authorities also reported explosive growth in new cases among those still not vaccinated. About 70 percent of patients with serious symptoms in Tokyo are under the age of 60, officials said. The ratios at which hospital beds for patients with serious symptoms were filled as of Aug. 12 hit 81 percent in Tokyo and 96 percent in Kanagawa Prefecture, according to statistics compiled by the Cabinet Secretariat. But an official in Kanagawa coordinating the transport of patients to hospitals said hospital beds were being immediately filled once patients are discharged. A Tokyo official handling hospitalizations said 75 requests were submitted by patients with serious symptoms on Aug. 10, but no hospital beds were available that day for 50 of them. Chiba Governor Toshihito Kumagai expressed fears of an “invisible natural disaster” in the making while talking to reporters Aug. 12, noting that the general public seems to be oblivious to the unfolding crisis that has overwhelmed the medical care structure. While 40 percent of hospital beds for patients with serious symptoms in Chiba are still available, Kumagai said the actual situation was one in which all beds were essentially taken since those still open were being prepared for hospitalized patients with moderate symptoms that suddenly worsen. Prime Minister Yoshihide Suga told reporters Aug. 13 he had instructed Cabinet ministers handling the health crisis to begin considering setting up “oxygen stations” for COVID-19 patients recuperating at home and in need of oxygen inhalation. (This article was compiled from reports by Yoshinobu Motegi, Momoko Ikegami, Kyoko Takamuro and Taro Ono.)",https://www.asahi.com//ajw/articles/14417765
COVID-19 cases (Aug. 13),['The Asahi Shimbun'],"August 14, 2021 at 11:30 JST",,https://www.asahi.com//ajw/articles/14417759
"New COVID-19 cases, serious cases both hit records in Tokyo",['THE ASAHI SHIMBUN'],"August 13, 2021 at 19:00 JST"," Tokyo confirmed 5,773 new COVID-19 cases and 227 patients in serious condition on Aug. 13, both the highest on record, according to metropolitan government officials. More than 20,000 new infections were reported across Japan as of 6 p.m., setting a new record for the third day in a row. The daily tally for Kyoto also exceeded its previous high for three consecutive days to reach 450, while the figures for Shizuoka and Kagoshima each set a record for the third straight day at 379 and 159, respectively. The capital’s latest daily case count was up 731 from the previous high of 5,042, logged on Aug. 5. Its number of serious cases requiring ventilators or extracorporeal membrane oxygenation, also known as an ECMO lung bypass machine, rose by nine from Aug. 12. Seven new deaths from the novel coronavirus were also reported in Tokyo on Aug. 13. The 5,773 new infections brought the daily average of new COVID-19 cases in the capital over the week through Aug. 13 to 4,155.7, an increase of 8.8 percent from the previous week. The average number of diagnostic tests conducted in Tokyo over the three days through Aug. 12 stood at 16,746. The positivity rate rose to 22.8 percent. Of the 5,773 cases, 1,810 patients were in their 20s, followed by 1,189 in their 30s, 955 in their 40s and 689 in their 50s. Patients aged 10 to 19 accounted for 526 cases, while 203 were 65 or older. The daily infection number set records in at least eight other prefectures, including Saitama and Kanagawa, which reported 1,696 and 2,281 new cases, respectively.",https://www.asahi.com//ajw/articles/14417305
Tokyo secures 36 hospital beds for infected patients denied treatment,['THE ASAHI SHIMBUN'],"August 13, 2021 at 18:35 JST"," The Tokyo metropolitan government said it has secured 36 hospital beds for COVID-19 patients whose requests for medical treatment are rejected by all hospitals contacted. The 36 beds chosen at 11 Tokyo-run and other hospitals will be used to temporarily treat COVID-19 patients until vacant beds become available, the government said Aug. 12. Only some of the beds can be used to treat seriously ill patients, and the metropolitan government has yet to decide on the specific requirements for access to the beds. Increasingly, hospitals in the capital have had to turn away COVID-19 patients because their beds are already filled up. Infected individuals have ended up stuck inside ambulances or been forced to go home and wait for a hospital bed to become available. Under the central government’s new policy, hospitalizations in areas hit hard by the virus should be limited to patients in serious condition or who are at risk of developing serious symptoms. The Tokyo metropolitan government will try to reduce the number of patients in the latter category by promoting the use of an antibody cocktail therapy. The therapy is believed effective in reducing the risk of serious symptoms developing among obese patients and those with underlying diseases. About 20 special hospital beds for the therapy have been secured in the capital, a metropolitan government official said. Patients aged 50 or older who are at a higher risk of becoming severely ill will be given priority for the special beds. Under the initial phase of the plan, patients recuperating at accommodation facilities will be transferred to the special beds and spend a night there while undergoing the antibody cocktail therapy. The metropolitan government plans to eventually dispatch doctors to an accommodation facility for use as a temporary medical center, and provide the cocktail therapy for patients recuperating at other hotels. The number of hospitalized COVID-19 patients in Tokyo reached 3,667 on Aug. 11, accounting for 56.8 percent of the hospital beds. The number of patients with serious symptoms has increased, particularly among people in their 40s and 50s. The Tokyo metropolitan government defines serious cases as those requiring ventilators or extracorporeal membrane oxygenation, also known as an ECMO lung bypass machine. If the health ministry’s definition of “serious” is used, which also includes patients in intensive care units, Tokyo’s bed-occupancy rate for patients in serious condition would be nearly 80 percent. The number of patients recuperating at home in Tokyo was 20,726 as of Aug. 12, up by about 3,800 from a week earlier. (This article was written by Rihito Karube and Yoshitaka Unezawa.)",https://www.asahi.com//ajw/articles/14417175
COVID-19 panel: Pedestrian traffic must be halved in Tokyo in 2 weeks,['THE ASAHI SHIMBUN'],"August 13, 2021 at 14:06 JST"," Pedestrian traffic must be cut in half over the next two weeks to halt the spiraling COVID-19 situation in Tokyo and avoid preventable deaths, a government panel of health experts said. The panel on Aug. 12 compiled a list of recommendations and called on the central and local governments as well as the general public to intensify their infection-prevention measures. Infected patients in Tokyo are finding it increasingly difficult to find open hospital beds. There has also been a sharp spike in COVID-19 patients who have to recuperate at home. “We are approaching a situation where lives that could have been saved will not be,” Shigeru Omi, the panel chairman, said. The panel pointed out that outings are increasing not only among younger Tokyo residents but also middle-aged people who are at greater risk of developing serious symptoms if they have yet to be vaccinated. The panel said one key goal is to bring the “effective reproduction number,” or how many people a COVID-19 patient has infected, to under 1, which would mean new infections have stopped spreading. It said reducing pedestrian traffic to 50 percent of the level before the start of the fourth state of emergency was the absolute minimum condition to reach that target. The panel recommended that the general public halve outings to congested areas. It also called for more forceful measures to reduce the number of customers at food sales floors in department stores. But the panel also compiled activities that could be continued because they carried a reduced risk of infection. They included visits to parks and libraries. The panel also urged the central and local governments to take immediate steps to bolster the medical care structure as one way to obtain the cooperation of the general public. Saying the pandemic should be dealt with as though medical care was being provided in a natural disaster area, the panel called on authorities to also seek the cooperation of health care professionals who are now not directly involved in treating COVID-19 patients. When asked why the recommendations were issued when the Bon holiday season had already begun, Omi said the intent was to gain some form of an effective result before the scheduled Aug. 31 end of the current state of emergency. Yasutoshi Nishimura, the state minister for economic revitalization who also heads the central government’s effort to deal with the pandemic, did not present any new measures. He only said that continued close cooperation would be sought with prefectural governors. (This article was written by Kai Ichino and Keishi Nishimura.)",https://www.asahi.com//ajw/articles/14417055
COVID-19 cases (Aug. 12),['The Asahi Shimbun'],"August 13, 2021 at 11:17 JST",,https://www.asahi.com//ajw/articles/14417036
"Experts say virus ‘out of control’ as Tokyo logs 4,989 cases in one day",['THE ASAHI SHIMBUN'],"August 12, 2021 at 18:58 JST"," Tokyo reported 4,989 new cases of COVID-19 on Aug. 12, its second highest for a single day after the 5,042 tallied on Aug. 5. COVID-19 patients in serious condition topped 200 for the first time to hit a record 218 in the capital as health experts called the spread of infections “out of control.” They issued a dire warning that Tokyoites are on their own to protect themselves as the health care system can no longer function due to the flood of patients. Six new deaths from COVID-19 occurred in the capital, according to metropolitan health officials. The daily average of new cases over the week through Aug. 12 came to 3,976, an increase of 9 percent from the figure for the preceding week. The 218 serious cases represented an increase of 21 from the day before. Metropolitan officials define serious cases as patients requiring a ventilator or ECMO heart-lung bypass machine to breathe. At a Aug. 12 meeting of experts on response to the coronavirus and metropolitan officials, Norio Omagari, director of the Disease Control and Prevention Center under the National Center for Global Health and Medicine, used a strong term to sound an alarm over the capital’s situation. “We are in an emergency as the virus is raging at a disaster level,” he said. It was reported at the meeting that the daily average of new cases over the week through Aug. 11 stood at 3,934, more than double, compared with two weeks earlier, indicating that infections are spreading at an unprecedented pace. Omagari said if the current pace were maintained, the seven-day average of new cases could hit 5,113 on Aug. 25. “We will not be able to save people’s lives” that can be saved under the normal circumstances, he said. “We are at a stage where each of us need to act to protect our own lives.” Masataka Inokuchi, vice chairman of the Tokyo Medical Association, said the capital’s health care system has become dysfunctional due to the deepening health crisis. “Regular medical care, including emergency care and scheduled surgeries, has also been seriously affected,” he said. “Maintaining the health care system would be difficult if the pace of the spread (in the coming weeks) remains at the same level as now.” Hospitalized patients with COVID-19 in Tokyo totaled 3,667 as of Aug. 11, with 56.8 percent of the beds filled, according to officials. Most of the serious cases reported were among patients in their 40s and 50s.",https://www.asahi.com//ajw/articles/14416509
"Japan logs more than 18,000 COVID-19 cases, another record",['THE ASAHI SHIMBUN'],"August 12, 2021 at 18:55 JST"," More than 18,000 new cases of novel coronavirus infections were confirmed in Japan on Aug. 12, breaking a record set the previous day. Tokyo reported 4,989, the second highest on record for the capital. A record 1,654 cases were confirmed in Osaka Prefecture, while 1,040 cases, also a record, were recorded in Fukuoka Prefecture. Records were again shattered for new daily infections in many prefectures around the country, with 732 in Okinawa, 728 in Hyogo, 372 in Kyoto and 164 in Shiga.",https://www.asahi.com//ajw/articles/14416545
Tokyo doctors fear surge in deaths of virus patients at home,['THE ASAHI SHIMBUN'],"August 12, 2021 at 16:17 JST"," Doctors in Tokyo are now making heart-wrenching decisions of telling COVID-19 patients to wait at home for an open hospital bed, knowing that hospital treatment may remain unavailable even if their health deteriorates. In this fifth wave of novel coronavirus infections, many of the patients waiting at home are in their prime. Staff at Shinjuku Hiro Clinic in Tokyo’s Shinjuku Ward were monitoring about 60 COVID-19 patients who were recuperating at home as of Aug. 9. Hiroo Hanabusa, the 60-year-old director of the clinic, said public health centers have increasingly requested house calls for at-home COVID-19 patients or online checkups since late July. In early August, a man in his 60s developed a 40-degree fever and his blood oxygen saturation level dropped to 89 percent. Hanabusa visited the patient at his home, recognized that he should be admitted to a hospital, and called for an ambulance after consulting a public health center. But no hospital beds were available, and the patient, who has a pre-existing condition, was stuck in an ambulance for four hours. Hanabusa had no choice but to supply supplemental oxygen to the patient at his home. Two days later, the man was finally admitted to a hospital. “Our clinic is treating five patients who receive administration of oxygen,” Hanabusa said. At least one of the patients is in their 20s, he said. Under the central government’s new guideline, hospitalization in areas where the virus is surging is limited to those with severe symptoms, patients with moderate symptoms who require oxygen inhalation, and those deemed at a high risk of developing serious symptoms. Local physicians now must decide who should be hospitalized and who should be sent home. The virus spread in some areas is so bad that even patients who require immediate hospitalization have no place to go and must wait at home for the next available hospital bed. “The wait time has gotten longer, from several hours to several days,” Hanabusa said. “If the number of patients further increases, they may never be admitted to a hospital.” In addition, doctors may be unable to save some COVID-19 patients recuperating at home if a shortage of oxygen concentrators occurs. “Whether the pace of improving the medical system can catch up with the huge wave of infections will determine the future,” he said. Hiroshi Suzuki, a 60-year-old doctor at an internal medicine clinic in Tokyo’s Ota Ward, voiced similar concerns. “Patients who are essentially required to be hospitalized are staying at home now. We will soon have to see patients in their 40s and 50s die in their homes,” Suzuki said. Suzuki visited a COVID-19 patient in her 50s who was recovering at home on Aug. 7. The woman contracted the virus in late July, and her medicine had run out. When Suzuki arrived at her home, she was too weak to even get up. The doctor said the woman apparently contracted the virus from her child, and she was at risk of developing severe symptoms based on her age. Suzuki believes there will be an increase in cases of patients’ conditions worsening at their homes. He also said he has heard complaints from at-home patients that they never receive phone calls from public health centers to check on their health. Some patients said they were afraid they would die because of high fevers. The Tokyo metropolitan government has provided food and water to those recovering at home. But some patients told Suzuki that they did not receive a care package even a week after testing positive for the virus. “I am particularly worried about patients who live alone,” Suzuki said. According to the health ministry, 45,269 COVID-19 patients were recuperating at home as of Aug. 4. The number was 11.3 times more than the figure four weeks ago, and 2.4 times more than the total from a week ago. The latest number is also higher than those of the peak periods during the third and fourth waves of infections in Japan. Tokyo leads the nation in the number of patients recuperating at home, with more than 19,000 as of Aug. 11. That is a tenfold increase from the number four weeks ago. (This article was written by Yuki Edamatsu and senior staff writer Tokiko Tsuji.)",https://www.asahi.com//ajw/articles/14416320
Panel: COVID-19 situation in Japan becoming ‘natural disaster’,['THE ASAHI SHIMBUN'],"August 12, 2021 at 14:16 JST"," Two-thirds of Japan’s prefectures are experiencing an explosion of novel coronavirus infections, and a health ministry panel warned that the COVID-19 situation was approaching the level of a “natural disaster.” Nationwide, a daily record 15,812 new COVID-19 cases were reported as of 9 p.m. on Aug. 11. Nine prefectures, mainly in western Japan, posted record high daily tallies. The number of COVID-19 patients with serious symptoms was 1,332 on Aug. 10, up by 102 from the previous day. According to guidelines used by experts to classify infection-spread levels, 31 of Japan’s 47 prefectures were at the most serious stage 4, which indicates an “explosive growth” in infections. At an Aug. 11 meeting, the panel advising the health ministry in dealing with the pandemic pointed out that the sharp increase in new cases was fueling the rise in COVID-19 patients with serious symptoms as well as those waiting at home for a hospital bed to open up. A record high 19,396 infected patients around Japan on Aug. 11 were waiting for an open hospital bed. A man in his 30s who was showing mild symptoms died from COVID-19 the same day. The panel recommended that residents refrain from outings and travel across prefectural borders during the Bon holiday season, noting that a crisis situation could arise, resulting in many deaths. For the one-week period until Aug. 10, there were 77.6 new COVID-19 cases per 100,000 residents, a 1.33-fold increase over the previous week. The experts’ panel has set 25 cases per 100,000 residents as the cutoff line for designating a prefecture as being in stage 4, but 31 prefectures had exceeded that figure. Even in prefectures covered by pre-emergency measures, the figure rose over the previous week. Moreover, the ratio of occupied hospital beds set aside for COVID-19 patients exceeded 50 percent in 16 prefectures. Among the prefectures with extremely high ratios were Okinawa at 86.3 percent, Shiga at 81 percent, Fukushima at 79.2 percent and Kanagawa at 69.1 percent. According to studies by the Tokyo Metropolitan Institute of Medical Science, pedestrian traffic in the capital decreased by 4.5 percent between 6 p.m. and midnight in the major entertainment districts in comparison to the previous week. But the level of pedestrian traffic has not fallen to the lowest level recorded during the third state of emergency in Tokyo declared in late April. And pedestrian traffic between 10 p.m. and midnight actually increased by 3.2 percent over the previous week. The more virulent Delta variant has also continued to spread rapidly in not only the Kanto region but also the Kansai region. A study by the National Institute of Infectious Diseases found that about 90 percent of the cases in the Kanto region and about 80 percent of the cases in the Kansai region could be traced to the Delta variant. According to preliminary statistics for June compiled by the health ministry, 5,387 unvaccinated senior citizens became infected, and 232, or 4.31 percent, died. In contrast, of the 112 seniors who became infected even after two vaccine jabs, only one, or 0.89 percent, died. Despite the positive news about the effects of the ongoing vaccination program, the Aug. 11 experts’ panel meeting was filled with gloomy predictions. Hiroshi Nishiura, a professor of theoretical epidemiology at Kyoto University, said if the current pace of new infections continues, Tokyo would have more than 10,000 new cases a day by late August, and the figure could approach 20,000 by early September. Other experts warned against optimism over a declining number of COVID-19 cases during the Bon holiday season. They said the lower infection numbers would be a result of a decrease in testing. “The number of new cases will appear to be falling, but will again increase thereafter,” said Kazuhiro Tateda, a professor of infectious diseases at Toho University. “There are no factors that give hope for a continual decrease.”",https://www.asahi.com//ajw/articles/14416315
COVID-19 cases (Aug. 11),['The Asahi Shimbun'],"August 12, 2021 at 11:45 JST",,https://www.asahi.com//ajw/articles/14416273
Tokyo sets another record of serious COVID-19 cases at 197,['THE ASAHI SHIMBUN'],"August 11, 2021 at 19:15 JST"," Tokyo confirmed 4,200 new COVID-19 cases and a record 197 patients listed in serious condition on Aug. 11, according to metropolitan government officials. The previous high for the number of serious cases in the capital--which require ventilators or extracorporeal membrane oxygenation, also known as an ECMO lung bypass machine--was 176, set just the day before. Two new deaths from the novel coronavirus, including a man in his 30s, were also reported in Tokyo on Aug. 11. The 4,200 new infections brought the daily average of new COVID-19 cases in the capital over the week through Aug. 11 to 3,983.6, an increase of 14.5 percent from the preceding week. The average number of diagnostic tests conducted in Tokyo over the three days through Aug. 10 stood at 8,797.3. The positivity rate rose to 22.3 percent as of that day. Of the 4,200 new cases, 1,262 patients were in their 20s, followed by 867 in their 30s, 727 in their 40s and 485 in their 50s. Patients aged between 10 to 19 accounted for 397 cases, while 162 were aged 65 or older.",https://www.asahi.com//ajw/articles/14415753
One-third of hospitals scaling back ICU use due to COVID-19,['By KAI ICHINO/ Staff Writer'],"August 11, 2021 at 16:56 JST"," Patients' lives are being put at risk during the novel coronavirus pandemic as a survey of university hospitals found that about one-third had restricted use of intensive care units because of the health crisis The online survey was conducted by the Association of Japan Medical Colleges (AJMC) on Aug. 5 and 6 through email questionnaires sent to all 82 university hospitals. Responses were obtained from 78 hospitals. The results announced on Aug. 10 found that 27 university hospitals, or 35 percent of the responding institutions, had implemented restrictions on accepting patients in the ICUs. Another 18 university hospitals said there was a possibility they would impose restrictions in the future. “We can assume that the situation is quickly approaching in which lives that in normal times would have been saved will no longer be,” said an AJMC official. Of the responding hospitals, 25 were located in areas covered by the COVID-19 state of emergency, while another 25 were in prefectures where pre-emergency measures are in place. Fifteen hospitals had also placed restrictions on accepting emergency patients, while 18 hospitals said there was the possibility such restrictions would be implemented in the future. Nineteen hospitals had placed restrictions on the surgeries performed, while another 17 said that possibility was likely in the future. Twenty hospitals had placed restrictions on accepting inpatients, while 16 said there was a possibility such limitations would be imposed at a later date. Among the reasons given for the various restrictions were the strained medical care situation caused by the need to care for COVID-19 patients as well as infections among hospital staff.",https://www.asahi.com//ajw/articles/14415617
COVID-19 cases (Aug. 10),['The Asahi Shimbun'],"August 11, 2021 at 12:26 JST",,https://www.asahi.com//ajw/articles/14415553
"Tokyo hits record 176 serious cases of COVID-19, logs 2,612 new cases",['THE ASAHI SHIMBUN'],"August 10, 2021 at 18:20 JST"," Tokyo reported 2,612 new cases of COVID-19 and a record 176 serious cases requiring a special breathing apparatus on Aug. 10, metropolitan heath officials said. The capital logged nine more serious cases than the day before, topping its previous record of 160 set on Jan. 20 during the third wave of infections. Tokyo's latest daily count of new cases fell by 1,097 from a week ago. The seven-day average of newly confirmed infections in the capital over the week through Aug. 10 was 3,978.7, up 19.2 percent from the figure a week ago. But only 5,928.3 tests were performed a day on average from Aug. 7 to Aug. 9, which were three consecutive holidays. Tokyo uses its own standards of categorizing cases, which differs from other prefectures, classifying only patients on a ventilator or an ECMO heart-lung bypass machine as serious cases. Officials said there were three new deaths from COVID-19. Of the 2,612 new cases, patients in their 20s totaled 844. They were followed by 560 in their 30s, 420 in their 40s, 296 in their 50s and 225 teenagers. Patients 65 or older accounted for 103 new cases.",https://www.asahi.com//ajw/articles/14415021
COVID-19 cases (Aug. 9),['The Asahi Shimbun'],"August 10, 2021 at 11:30 JST",,https://www.asahi.com//ajw/articles/14414787
"Tokyo reports 2,884 COVID-19 cases, a record for a Monday",['THE ASAHI SHIMBUN'],"August 9, 2021 at 18:44 JST"," Tokyo reported 2,884 COVID-19 new cases on Aug. 9, the highest number for a Monday, and three new deaths from the disease, metropolitan health officials said. The latest daily count was up 689 from the previous Monday and significantly lower than the 4,066 cases recorded the day before. The seven-day average of new cases over the week through Aug. 9 came to 4,135.4, rising by 28.7 percent from the preceding week. Three patients died from COVID-19, Tokyo officials said. Of the latest count of newly confirmed infections, patients in their 20s accounted for 982. They were followed by 566 in their 30s, 436 in their 40s, 318 in their 50s and 262 teenagers. The number of patients 65 or older totaled 97. Osaka Prefecture logged 995 new cases on Aug. 9, the first time in seven days for the daily count to fall below 1,000. But the figure was more than double the number for the previous Monday.",https://www.asahi.com//ajw/articles/14414370
"Outside Olympic ‘bubble,’ 170,000 in Japan infected during Games",['THE ASAHI SHIMBUN'],"August 9, 2021 at 15:25 JST"," Olympic organizers praised themselves for holding a “safe and secure” Summer Games in Tokyo, but many outside the “bubble” said the event only fueled the record-setting spread of the novel coronavirus around Japan. Hidemasa Nakamura, the Tokyo 2020 Games’ delivery officer, said at a news conference on Aug. 7 that the rate of positive COVID-19 tests among people involved with the Games was low. Athletes and Olympic-related people underwent a total of 600,000 tests, and 138 had tested positive for the virus as of Aug. 6, Nakamura said. The positivity rate, at 0.02 percent, was “evidence that the Olympics have been held safely and securely,” he said. Under health protocols, athletes and Olympic-related officials were supposed to stay within the “bubble” to prevent a possible spread of infections to the public. Outside of that bubble, the number of new COVID-19 cases reported over the 17-day sports event exceeded 170,000 around the nation, putting a further strain on health care workers. Although the bubble may have limited direct contact between Olympians and the public, it could not contain the festive atmosphere of the Games. Some health experts said it was only natural for members of the public to want to join the festivities of the sports extravaganza that was approved by their government. “I cannot deny that the Olympics have had an indirect impact on the (virus surge),” said Nobuhiko Okabe, head of the Kawasaki City Institute for Public Health who served as a special adviser to the Cabinet on infection controls for the Games. “People can’t help but prioritize a party-like mood,” Okabe said. “The fact that people’s defenses are down poses a risk.” On Aug. 7, the eve of the Closing Ceremony, an alarm frequently sounded at Yokohama Rosai Hospital, informing nurses that a patient’s blood-oxygen level has decreased. “Why in the world do they have to hold the Olympics now?” one of the nurses said. The hospital in Yokohama’s Kohoku Ward has made 32 beds available for COVID-19 patients with moderate and severe symptoms, and 31 were filled on that night. Although staff were busy monitoring and treating the COVID-19 patients, Ryo Takeshita, a 34-year-old emergency medical doctor, had to leave the hospital. He picked up an ID for the Olympics and headed for the nearby International Stadium Yokohama, where the men’s soccer final was about to kick off. He had been assigned to work at a first-aid station at the venue. “I like soccer, and I’m not opposed to holding the Olympics,” he said. “But the hospital is facing a tough time. I can’t help but think, ‘Should I really go?’” He went. Two days earlier, Takeshita was on duty at the emergency room of the hospital. During his overnight shift, the ER received 20 phone calls requesting admittance for COVID-19 patients. “It was an abnormal situation,” he said. The ER often received multiple requests at the same time. Staff had to ask ambulance crews about each patient’s condition and then give priority to those with more severe symptoms. “I just prayed that the patients who were turned down could hang on at their homes,” Takeshita said. Prime Minister Yoshihide Suga has denied the possibility that the Tokyo Olympics were related to the skyrocketing number of new COVID-19 cases. He insisted that the movement of people in busy areas of Tokyo “has not increased from the pre-Olympics period.” The Tokyo metropolitan government and the International Olympic Committee have echoed that view. But sharp increases in congestion of pedestrian traffic have been recorded. According to GPS data of NTT Docomo based on smartphone usage outdoors, an estimated 5,200 people were around the National Stadium at noon on July 23, when Blue Impulse, the Air Self-Defense Force’s aerobatics team, flew over Tokyo to celebrate the opening of the Olympics. That number was up by 3,000 from the weekly average until then. The congestion continued into the night when the Opening Ceremony was held at the National Stadium. During the Olympics, crowds formed around competition venues from time to time, even though spectators were largely banned from attending. Well after the start of the Olympic competitions, the virus was spreading so rapidly in Japan that the government extended the COVID-19 state of emergency for Tokyo and placed three surrounding prefectures, as well as Osaka Prefecture, under that declaration. However, many bars and restaurants have defied government requests to stop serving alcohol, and Olympics-watching drinking parties have been seen and heard around Tokyo. “Why didn’t the central government send a strong message, such as shutting down commercial facilities, when it issued a state of emergency?” Koji Wada, a professor at the International University of Health and Welfare, asked. “If it hesitated to do so because of the Olympics, the impact is huge,” he said. (This article was written by Takashi Endo, Midori Iki, Naoyuki Himeno and Yuki Edamatsu.)",https://www.asahi.com//ajw/articles/14414269
COVID-19 cases (Aug. 8),['The Asahi Shimbun'],"August 9, 2021 at 11:38 JST",,https://www.asahi.com//ajw/articles/14414250
"Tokyo reports 4,066 new cases, up 1,008 over a week ago",['THE ASAHI SHIMBUN'],"August 8, 2021 at 18:51 JST"," Tokyo confirmed 4,066 fresh cases of novel coronavirus infection on Aug. 8, the fifth straight day for the figure to exceed 4,000 and 1,008 more than the previous Sunday. The number of patients requiring ventilators or an ECMO lung bypass machine to assist with breathing problems, which metropolitan government officials define as serious cases, increased by one from the day before to 151. One death was also confirmed due to COVID-19. The seven-day average of new cases over the week through Aug. 8 came to 4,037, up by 30 percent from a week earlier. Of the 4,066 latest cases, patients in their 20s accounted for 1,367, more than any age group. They were followed by 797 patients in their 30s, 682 in their 40s, 475 in their 50s and 353 teenagers. Officials said 130 patients were aged 65 or older, 3.2 percent of the total of new cases. Osaka prefectural authorities said Aug. 8 that 1,164 new infection cases were confirmed in the prefecture, marking the sixth day in a row for the figure to top 1,000. The Kyoto prefectural and municipal governments confirmed 333 cases on Aug. 8, surpassing the previous record of 289 reported on Aug. 6.",https://www.asahi.com//ajw/articles/14413877
COVID-19 cases (Aug. 7),['The Asahi Shimbun'],"August 8, 2021 at 14:43 JST",,https://www.asahi.com//ajw/articles/14413824
